-2.30103 0 0 0 0.000568 0 0
-2.29973 0 0 0 0.000583587 0 0
-2.29843 0 0 0 0.000599388 0 0
-2.29712 0 0 0 0.000615409 0 0
-2.29582 0 0 0 0.000631655 0 0
-2.29452 0 0 0 0.000648131 0 0
-2.29322 0 0 0 0.000664844 0 0
-2.29191 0 0 0 0.000681798 0 0
-2.29061 0 0 0 0.000698998 0 0
-2.28931 0 0 0 0.000716452 0 0
-2.28801 0 0 0 0.000734164 0 0
-2.2867 0 0 0 0.00075214 0 0
-2.2854 0 0 0 0.000770386 0 0
-2.2841 0 0 0 0.000788908 0 0
-2.2828 0 0 0 0.000807709 0 0
-2.2815 0 0 0 0.000826788 0 0
-2.28019 0 0 0 0.00084614 0 0
-2.27889 0 0 0 0.00086576 0 0
-2.27759 0 0 0 0.000885644 0 0
-2.27629 0 0 0 0.000905787 0 0
-2.27498 0 0 0 0.000926184 0 0
-2.27368 0 0 0 0.000946831 0 0
-2.27238 0 0 0 0.000967723 0 0
-2.27108 0 0 0 0.000988854 0 0
-2.26977 0 0 0 0.00101022 0 0
-2.26847 0 0 0 0.00103182 0 0
-2.26717 0 0 0 0.00105364 0 0
-2.26587 0 0 0 0.00107569 0 0
-2.26456 0 0 0 0.00109797 0 0
-2.26326 0 0 0 0.0011205 0 0
-2.26196 0 0 0 0.00114328 0 0
-2.26066 0 0 0 0.00116631 0 0
-2.25936 0 0 0 0.00118962 0 0
-2.25805 0 0 0 0.0012132 0 0
-2.25675 0 0 0 0.00123707 0 0
-2.25545 0 0 0 0.00126124 0 0
-2.25415 0 0 0 0.00128571 0 0
-2.25284 0 0 0 0.00131049 0 0
-2.25154 0 0 0 0.0013356 0 0
-2.25024 0 0 0 0.00136104 0 0
-2.24894 0 0 0 0.00138679 0 0
-2.24763 0 0 0 0.00141284 0 0
-2.24633 0 0 0 0.00143919 0 0
-2.24503 0 0 0 0.00146582 0 0
-2.24373 0 0 0 0.00149273 0 0
-2.24243 0 0 0 0.00151989 0 0
-2.24112 0 0 0 0.00154729 0 0
-2.23982 0 0 0 0.00157494 0 0
-2.23852 0 0 0 0.0016028 0 0
-2.23722 0 0 0 0.00163088 0 0
-2.23591 0 0 0 0.00165915 0 0
-2.23461 0 0 0 0.00168763 0 0
-2.23331 0 0 0 0.00171635 0 0
-2.23201 0 0 0 0.00174533 0 0
-2.2307 0 0 0 0.00177459 0 0
-2.2294 0 0 0 0.00180417 0 0
-2.2281 0 0 0 0.00183409 0 0
-2.2268 0 0 0 0.00186438 0 0
-2.22549 0 0 0 0.00189506 0 0
-2.22419 0 0 0 0.00192618 0 0
-2.22289 0 0 0 0.00195775 0 0
-2.22159 0 0 0 0.0019898 0 0
-2.22029 0 0 0 0.00202234 0 0
-2.21898 0 0 0 0.00205532 0 0
-2.21768 0 0 0 0.00208871 0 0
-2.21638 0 0 0 0.00212244 0 0
-2.21508 0 0 0 0.00215647 0 0
-2.21377 0 0 0 0.00219074 0 0
-2.21247 0 0 0 0.00222522 0 0
-2.21117 0 0 0 0.00225984 0 0
-2.20987 0 0 0 0.00229456 0 0
-2.20856 0 0 0 0.00232932 0 0
-2.20726 0 0 0 0.00236408 0 0
-2.20596 0 0 0 0.00239881 0 0
-2.20466 0 0 0 0.00243359 0 0
-2.20336 0 0 0 0.00246849 0 0
-2.20205 0 0 0 0.00250358 0 0
-2.20075 0 0 0 0.00253892 0 0
-2.19945 0 0 0 0.0025746 0 0
-2.19815 0 0 0 0.00261068 0 0
-2.19684 0 0 0 0.00264724 0 0
-2.19554 0 0 0 0.00268435 0 0
-2.19424 0 0 0 0.0027221 0 0
-2.19294 0 0 0 0.00276053 0 0
-2.19163 0 0 0 0.00279964 0 0
-2.19033 0 0 0 0.00283934 0 0
-2.18903 0 0 0 0.00287956 0 0
-2.18773 0 0 0 0.00292021 0 0
-2.18642 0 0 0 0.00296123 0 0
-2.18512 0 0 0 0.00300252 0 0
-2.18382 0 0 0 0.00304401 0 0
-2.18252 0 0 0 0.00308561 0 0
-2.18122 0 0 0 0.00312725 0 0
-2.17991 0 0 0 0.00316885 0 0
-2.17861 0 0 0 0.00321038 0 0
-2.17731 0 0 0 0.00325193 0 0
-2.17601 0 0 0 0.00329357 0 0
-2.1747 0 0 0 0.00333538 0 0
-2.1734 0 0 0 0.00337743 0 0
-2.1721 0 0 0 0.00341981 0 0
-2.1708 0 0 0 0.00346259 0 0
-2.16949 0 0 0 0.00350585 0 0
-2.16819 0 0 0 0.00354968 0 0
-2.16689 0 0 0 0.00359414 0 0
-2.16559 0 0 0 0.00363927 0 0
-2.16429 0 0 0 0.00368501 0 0
-2.16298 0 0 0 0.00373133 0 0
-2.16168 0 0 0 0.00377817 0 0
-2.16038 0 0 0 0.00382548 0 0
-2.15908 0 0 0 0.00387323 0 0
-2.15777 0 0 0 0.00392135 0 0
-2.15647 0 0 0 0.00396981 0 0
-2.15517 0 0 0 0.00401855 0 0
-2.15387 0 0 0 0.00406754 0 0
-2.15256 0 0 0 0.00411676 0 0
-2.15126 0 0 0 0.00416623 0 0
-2.14996 0 0 0 0.00421596 0 0
-2.14866 0 0 0 0.00426598 0 0
-2.14735 0 0 0 0.00431629 0 0
-2.14605 0 0 0 0.0043669 0 0
-2.14475 0 0 0 0.00441784 0 0
-2.14345 0 0 0 0.00446911 0 0
-2.14215 0 0 0 0.00452074 0 0
-2.14084 0 0 0 0.00457272 0 0
-2.13954 0 0 0 0.00462506 0 0
-2.13824 0 0 0 0.00467774 0 0
-2.13694 0 0 0 0.00473077 0 0
-2.13563 0 0 0 0.00478415 0 0
-2.13433 0 0 0 0.00483786 0 0
-2.13303 0 0 0 0.0048919 0 0
-2.13173 0 0 0 0.00494626 0 0
-2.13042 0 0 0 0.00500096 0 0
-2.12912 0 0 0 0.00505597 0 0
-2.12782 0 0 0 0.00511131 0 0
-2.12652 0 0 0 0.00516698 0 0
-2.12522 0 0 0 0.00522299 0 0
-2.12391 0 0 0 0.00527935 0 0
-2.12261 0 0 0 0.00533605 0 0
-2.12131 0 0 0 0.00539311 0 0
-2.12001 0 0 0 0.00545053 0 0
-2.1187 0 0 0 0.00550831 0 0
-2.1174 0 0 0 0.00556646 0 0
-2.1161 0 0 0 0.00562496 0 0
-2.1148 0 0 0 0.00568379 0 0
-2.11349 0 0 0 0.00574294 0 0
-2.11219 0 0 0 0.00580239 0 0
-2.11089 0 0 0 0.00586212 0 0
-2.10959 0 0 0 0.00592213 0 0
-2.10828 0 0 0 0.0059824 0 0
-2.10698 0 0 0 0.00604291 0 0
-2.10568 0 0 0 0.00610369 0 0
-2.10438 0 0 0 0.00616482 0 0
-2.10308 0 0 0 0.00622634 0 0
-2.10177 0 0 0 0.00628834 0 0
-2.10047 0 0 0 0.00635086 0 0
-2.09917 0 0 0 0.00641397 0 0
-2.09787 0 0 0 0.00647773 0 0
-2.09656 0 0 0 0.00654221 0 0
-2.09526 0 0 0 0.00660742 0 0
-2.09396 0 0 0 0.00667326 0 0
-2.09266 0 0 0 0.00673961 0 0
-2.09135 0 0 0 0.00680637 0 0
-2.09005 0 0 0 0.00687343 0 0
-2.08875 0 0 0 0.00694068 0 0
-2.08745 0 0 0 0.007008 0 0
-2.08615 0 0 0 0.00707529 0 0
-2.08484 0 0 0 0.00714246 0 0
-2.08354 0 0 0 0.00720961 0 0
-2.08224 0 0 0 0.00727685 0 0
-2.08094 0 0 0 0.00734431 0 0
-2.07963 0 0 0 0.00741211 0 0
-2.07833 0 0 0 0.00748036 0 0
-2.07703 0 0 0 0.0075492 0 0
-2.07573 0 0 0 0.00761874 0 0
-2.07442 0 0 0 0.00768907 0 0
-2.07312 0 0 0 0.00776014 0 0
-2.07182 0 0 0 0.00783186 0 0
-2.07052 0 0 0 0.00790414 0 0
-2.06921 0 0 0 0.00797689 0 0
-2.06791 0 0 0 0.00805001 0 0
-2.06661 0 0 0 0.00812341 0 0
-2.06531 0 0 0 0.008197 0 0
-2.06401 0 0 0 0.00827074 0 0
-2.0627 0 0 0 0.0083447 0 0
-2.0614 0 0 0 0.00841898 0 0
-2.0601 0 0 0 0.00849369 0 0
-2.0588 0 0 0 0.00856892 0 0
-2.05749 0 0 0 0.00864479 0 0
-2.05619 0 0 0 0.00872139 0 0
-2.05489 0 0 0 0.00879882 0 0
-2.05359 0 0 0 0.00887705 0 0
-2.05228 0 0 0 0.00895595 0 0
-2.05098 0 0 0 0.00903533 0 0
-2.04968 0 0 0 0.00911505 0 0
-2.04838 0 0 0 0.00919495 0 0
-2.04708 0 0 0 0.00927486 0 0
-2.04577 0 0 0 0.00935462 0 0
-2.04447 0 0 0 0.00943412 0 0
-2.04317 0 0 0 0.00951353 0 0
-2.04187 0 0 0 0.00959308 0 0
-2.04056 0 0 0 0.00967299 0 0
-2.03926 0 0 0 0.0097535 0 0
-2.03796 0 0 0 0.00983484 0 0
