SN_nu nue_e 0 + e 18. 400 0.0005 .100 400 0.0005 .100
SN_nu nuebar_e 0 - e 18. 400 0.0005 .100 400 0.0005 .100
SN_nu numu_e 0 + m 18. 400 0.0005 .100 400 0.0005 .100
SN_nu numubar_e 0 - m 18. 400 0.0005 .100 400 0.0005 .100
SN_nu nutau_e 0 + t 18. 400 0.0005 .100 400 0.0005 .100
SN_nu nutaubar_e 0 - t 18. 400 0.0005 .100 400 0.0005 .100
SN_nu nue_Ar40 0 + e 1. 400 0.0005 .100 400 0.0005 .100
SN_nu nuebar_Ar40 0 - e 1. 400 0.0005 .100 400 0.0005 .100
SN_nu nc_nue_Ar40 0 + e 1. 400 0.0005 .100 400 0.0005 .100
SN_nu nc_numu_Ar40 0 + m 1. 400 0.0005 .100 400 0.0005 .100
SN_nu nc_nutau_Ar40 0 + t 1. 400 0.0005 .100 400 0.0005 .100
SN_nu nc_nuebar_Ar40 0 - e 1. 400 0.0005 .100 400 0.0005 .100
SN_nu nc_numubar_Ar40 0 - m 1. 400 0.0005 .100 400 0.0005 .100
SN_nu nc_nutaubar_Ar40 0 - t 1. 400 0.0005 .100 400 0.0005 .100
SN_nu coh_helm_nue_Ar 0 + e 1. 200 0.0005 0.1 200 0.0000000005 0.00001
SN_nu coh_helm_numu_Ar 0 + m 1. 200 0.0005 0.1 200 0.0000000005 0.00001
SN_nu coh_helm_nutau_Ar 0 + t 1. 200 0.0005 0.1 200 0.0000000005 0.00001
SN_nu coh_helm_nuebar_Ar 0 - e 1. 200 0.0005 0.1 200 0.0000000005 0.00001
SN_nu coh_helm_numubar_Ar 0 - m 1. 200 0.0005 0.1 200 0.0000000005 0.00001
SN_nu coh_helm_nutaubar_Ar 0 - t 1. 200 0.0005 0.1 200 0.0000000005 0.00001
